Primary Number,OTIS ID,Property Number,Name,Aliases and Alias Types,St Number,St Name,City,County,Zip,Vicinity,Other Geography,Evaluation Info,District Elements,Parent District,Assoc Resources,Parcel Num,MilePost,Ownership,Construction Year(s),oCode,Date Modified,Export Date
,517152,180511,AIRFIELD BLDG 200649,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1947,o37122g3,4/5/2018,9/23/2022
,517718,180512,AIRFIELD 200689,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1954,o37122g3,4/5/2018,9/23/2022
,517833,180513,AIRFIELD BLDG 201061,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1952,o37122g3,4/5/2018,9/23/2022
,517768,180514,AIRFIELD BLDG 201087,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1954,o37122g3,4/5/2018,9/23/2022
,517888,180515,AIRFIELD BLDG 201191,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o37122g3,4/5/2018,9/23/2022
,517889,180516,AIRFIELD BLDG 201194,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1954,o37122g3,4/5/2018,9/23/2022
,517890,180517,AIRFIELD BLDG 201196,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1946,o37122g3,4/5/2018,9/23/2022
,517891,180518,AIRFIELD BLDG 201201,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1946,o37122g3,4/5/2018,9/23/2022
,517892,180519,AIRFIELD BLDG 201210,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1952,o37122g3,4/5/2018,9/23/2022
,517893,180520,AIRFIELD BLDG 201224,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1941,o37122g3,4/5/2018,9/23/2022
,517894,180521,AIRFIELD BLDG 201242,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1959,o37122g3,4/5/2018,9/23/2022
,517895,180522,AIRFIELD BLDG 201244,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1941,o37122g3,4/5/2018,9/23/2022
,517896,180523,AIRFIELD BLDG 201253,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1952,o37122g3,4/5/2018,9/23/2022
,517897,180524,AIRFIELD BLDG 201254,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1952,o37122g3,4/5/2018,9/23/2022
,517898,180525,AIRFIELD BLDG 201256,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1952,o37122g3,4/5/2018,9/23/2022
,517899,180526,AIRFIELD BLDG 201258,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1941,o37122g3,4/5/2018,9/23/2022
,517900,180527,AIRFIELD BLDG 201260,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o37122g3,4/5/2018,9/23/2022
,517901,180528,AIRFIELD BLDG 201489,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1964,o37122g3,4/5/2018,9/23/2022
,517902,180529,AIRFIELD BLDG 201543,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o37122g3,4/5/2018,9/23/2022
,517903,180530,AIRFIELD BLDG 201544,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1959,o37122g3,4/5/2018,9/23/2022
,517904,180531,AIRFIELD BLDG 201545,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1941,o37122g3,4/5/2018,9/23/2022
,517905,180532,AIRFIELD BLDG 201546,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o37122g3,4/5/2018,9/23/2022
,517906,180533,AIRFIELD BLDG 201547,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1957,o37122g3,4/5/2018,9/23/2022
,517907,180534,AIRFIELD BLDG 201549,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1965,o37122g3,4/5/2018,9/23/2022
,517908,180535,AIRFIELD BLDG 201550,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1965,o37122g3,4/5/2018,9/23/2022
,517909,180536,AIRFIELD BLDG 201551,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1965,o37122g3,4/5/2018,9/23/2022
,517910,180537,AIRFIELD BLDG 201711,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1970,o37122g3,4/5/2018,9/23/2022
,517915,180543,NAS ALAMEDA AMMUNITION LOCKERS BLDG 307,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o37122g3,4/5/2018,9/23/2022
,517916,180544,NAS ALAMEDA AMMUNITION LOCKERS BLDG 308,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517917,180545,NAS ALAMEDA AMMUNITION LOCKERS BLDG 315,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517918,180546,NAS ALAMEDA AMMUNITION LOCKERS BLDG 319,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517919,180547,NAS ALAMEDA AMMUNITION LOCKERS BLDG 321,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517920,180548,NAS ALAMEDA AMMUNITION LOCKERS BLDG 322,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517921,180549,NAS ALAMEDA ARMCO HUTS BLDG 194,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517922,180550,NAS ALAMEDA ARMCO HUTS BLDG 263,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517923,180551,NAS ALAMEDA ARMCO HUTS BLDG 272,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517924,180552,NAS ALAMEDA ARMCO HUTS BLDG 273,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517925,180553,NAS ALAMEDA ARMCO HUTS BLDG 337,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517926,180554,NAS ALAMEDA A-C BLDGS 608,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1979,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517929,180557,NAS ALAMEDA BLDG 422,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517930,180558,NAS ALAMEDA BLDG 424,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517931,180559,NAS ALAMEDA BLDG 425,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517932,180560,NAS ALAMEDA BLDG 428,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517933,180561,NAS ALAMEDA BLDG 381,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1952,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517934,180562,NAS ALAMEDA BLDG 200658,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1947,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517755,180567,NAS ALAMEDA MULTI-PURPOSE ADMINISTRATION BLDG 8,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1940,o37122g3,4/5/2018,9/23/2022
,517944,180576,NAS ALAMEDA POST OFFICE AND RECREATION BLDG 18,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1977,o37122g3,4/5/2018,9/23/2022
,517945,180577,NAS ALAMEDA INDUSTRIAL WASTE TREATMENT FACILITY BL,NAS ALAMEDA INDUSTRIAL WASTE TREATMENT FACILITY BLDG 24A^Other Name,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1977,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517947,180579,NAS ALAMEDA PUBLIC WORKS MAINTENANCE SHOP BLDG 27,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1940,o37122g3,4/5/2018,9/23/2022
,517950,180582,NAS ALAMEDA RADIO TOWER BLDG 36A,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1940,o33117f7 | o37122g3,4/5/2018,9/23/2022
,517761,180588,NAS ALAMEDA SMOKE DRUM STORAGE BLDG 53,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1941,o37122g3,4/5/2018,9/23/2022
,517772,180600,NAS ALAMEDA GARAGE,MARINE BARRACKS BLDG 89^Other Name,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1938,o37122g3,4/5/2018,9/23/2022
,517774,180605,NAS ALAMEDA BARREL SHED BLDG 98,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1942,o37122g3,4/5/2018,9/23/2022
,517776,180607,NAS ALAMEDA BLDG 112,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1944,o37122g3,4/5/2018,9/23/2022
,517780,180611,NAS ALAMEDA REHABILITATION CENTER BLDG 116,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1944,o37122g3,4/5/2018,9/23/2022
,517781,180612,NAS ALAMEDA STOREHOUSE BLDG 117,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1943,o37122g3,4/5/2018,9/23/2022
,517782,180613,NAS ALAMEDA STOREHOUSE BLDG 118,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1944,o37122g3,4/5/2018,9/23/2022
,517783,180614,NAS ALAMEDA MCDONALDS BLDG 119,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1985,o37122g3,4/5/2018,9/23/2022
,517784,180615,NAS ALAMEDA MEDICAL LAB BLDG 130,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1944,o37122g3,4/5/2018,9/23/2022
,517785,180616,NAS ALAMEDA RADIO RECEIVER BUILDING BLDG 133,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o37122g3,4/5/2018,9/23/2022
,517786,180617,NAS ALAMEDA COMMUNITY FACILITIES BLDG 135,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1944,o37122g3,4/5/2018,9/23/2022
,517787,180618,NAS ALAMEDA RECREATION STORAGE FACILITY BLDG 137,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o37122g3,4/5/2018,9/23/2022
,517788,180619,NAS ALAMEDA COMMISSARY BLDG 152,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o37122g3,4/5/2018,9/23/2022
,517791,180622,NAS ALAMEDA WATER TREATMENT FACILITY BLDG 164,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1960,o37122g3,4/5/2018,9/23/2022
,517793,180624,NAS ALAMEDA STORAGE RACKS BLDG 191,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1944,o37122g3,4/5/2018,9/23/2022
,517794,180625,NAS ALAMEDA COMMISSARY OFFICE BLDG 193,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1944,o37122g3,4/5/2018,9/23/2022
,517795,180626,NAS ALAMEDA FLAMMABLE STORAGE BLDG 196,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1943,o37122g3,4/5/2018,9/23/2022
,517797,180628,NAS ALAMEDA FLAMMABLE STORES BLDG 265,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o37122g3,4/5/2018,9/23/2022
,517798,180629,NAS ALAMEDA GAS CYLINDER STORAGE BLDG 271,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1945,o37122g3,4/5/2018,9/23/2022
,517800,180631,NAS ALAMEDA PUMP HOUSE BLDG 340,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1950,o37122g3,4/5/2018,9/23/2022
,517803,180634,NAS ALAMEDA TURBO PROPULSION TEST CELLS BLDG 372,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1953,o37122g3,4/5/2018,9/23/2022
,517804,180635,NAS ALAMEDA SALUTING BATTERY BLDG 380,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1954,o37122g3,4/5/2018,9/23/2022
,517805,180636,,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1941,o37122g3,4/5/2018,9/23/2022
,517806,180637,NAS ALAMEDA INERT STORAGE BLDG 388,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1950,o37122g3,4/5/2018,9/23/2022
,517807,180638,NAS ALAMEDA GAP SITE STORAGE SHELTER BLDG 391,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1950,o37122g3,4/5/2018,9/23/2022
,517808,180639,NAS ALAMEDA EMERGENCY GENERATOR HOUSE BLDG 392,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1956,o37122g3,4/5/2018,9/23/2022
,517809,180640,NAS ALAMEDA REFUELER REPAIR SHELTER BLDG 393,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1953,o37122g3,4/5/2018,9/23/2022
,517811,180642,NAS ALAMEDA COMPRESSOR BUILDING BLDG 399,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1957,o37122g3,4/5/2018,9/23/2022
,517813,180644,NAS ALAMEDA CHEMICAL STORAGE BLDG 414,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1957,o37122g3,4/5/2018,9/23/2022
,517814,180645,NAS ALAMEDA OFFICER'S CLUB BARBEQUE BLDG 419,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1956,o37122g3,4/5/2018,9/23/2022
,517815,180646,NAS ALAMEDA NAVY EXCHANGE SERVICE STATION BLDG 459,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1962,o37122g3,4/5/2018,9/23/2022
,517818,180649,NAS ALAMEDA DOLPHIN BLDG 512,,,,ALAMEDA,ALAMEDA,,,,"6Y, 01/10/2011, USN090630A",,,,,,F,1964,o37122g3,4/5/2018,9/23/2022
